"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile","Y_Income"
1,0,1,192,192,0,20,20,0,0,310,0,0,1.61458333333333,0,"United Kingdom","1",81,0.68,0.23,0.44,234.3
2,0,2,882,441,0,39,20.5,0,0,1124.88,0,0,1.27537414965986,0,"United Kingdom","0",53,0.52,0.56,0.45,967.78
3,1,4,945,315,-9,94,34,3,3,1697.56,-51.75,1645.81,1.79635978835979,5.75,"Germany","1",12,0.17,0.81,0.91,936.7
2,0,2,280,140,0,9,7,0,0,549.68,0,0,1.96314285714286,0,"United Kingdom","1",23,0.33,0.56,0.45,62.4
3,0,3,809,269.666666666667,0,65,22.6666666666667,0,0,1172.84,0,0,1.44974042027194,0,"United Kingdom","0",9,0.14,0.72,0.45,1534.49
3,2,5,1434,478,-4,37,15.3333333333333,1,1,3054.62,-47.4,3007.22,2.13013947001395,11.85,"United Kingdom","1",20,0.29,0.86,0.95,3647.04
3,1,4,478,159.333333333333,-186,70,23.6666666666667,45,45,1453.38,-751.9,701.48,3.04054393305439,4.04247311827957,"United Kingdom","0",0,0.02,0.81,0.82,140.85
2,0,2,602,301,0,49,28.5,0,0,943.22,0,0,1.56681063122924,0,"United Kingdom","0",20,0.29,0.56,0.45,1523.18
2,0,2,410,205,0,35,19,0,0,845.32,0,0,2.06175609756098,0,"United Kingdom","1",42,0.45,0.56,0.45,233.64
1,0,1,28,28,0,3,3,0,0,198.6,0,0,7.09285714285714,0,"United Kingdom","0",81,0.68,0.23,0.45,388.55
1,0,1,47,47,0,23,23,0,0,183.25,0,0,3.89893617021277,0,"United Kingdom","0",79,0.67,0.23,0.45,274.79
1,0,1,50,50,0,21,21,0,0,153.41,0,0,3.0682,0,"United Kingdom","0",79,0.67,0.23,0.45,324.45
2,0,2,132,66,0,49,27,0,0,290.32,0,0,2.19939393939394,0,"United Kingdom","0",51,0.52,0.56,0.45,728.95
1,0,1,66,66,0,21,22,0,0,142,0,0,2.15151515151515,0,"United Kingdom","0",79,0.67,0.23,0.45,192.23
3,2,5,561,187,-2,41,16.6666666666667,1,1,1033.13,-17,1016.13,1.84158645276292,8.5,"United Kingdom","0",50,0.51,0.86,0.86,1619.36
2,0,2,479,239.5,0,37,18.5,0,0,651.83,0,0,1.36081419624217,0,"United Kingdom","0",23,0.33,0.56,0.45,469.76
4,3,7,3964,991,-62,75,18.75,7,2.33333333333333,7310.72,-97.69,7213.03,1.84427850655903,1.57564516129032,"United Kingdom","1",7,0.1,0.92,0.99,3904.02
4,1,5,861,215.25,-3,104,26.5,2,2,2037.82,-50.85,1986.97,2.36680603948897,16.95,"United Kingdom","1",6,0.09,0.86,0.93,774.52
11,3,14,8101,736.454545454545,-1296,21,4.36363636363636,2,1,7785.56,-219.36,7566.2,0.961061597333663,0.169259259259259,"United Kingdom","0",5,0.05,0.98,0.99,8726.9
2,1,3,257,128.5,-1,109,69.5,1,1,919.45,-12.75,906.7,3.57762645914397,12.75,"United Kingdom","1",57,0.55,0.72,0.85,1012.16
1,0,1,72,72,0,55,57,0,0,154.92,0,0,2.15166666666667,0,"United Kingdom","0",78,0.67,0.23,0.45,423.79
1,0,1,34,34,0,19,19,0,0,118.05,0,0,3.47205882352941,0,"United Kingdom","0",78,0.67,0.23,0.45,418.94
2,1,3,265,132.5,-6,18,10.5,2,2,463.79,-9.2,454.59,1.75015094339623,1.53333333333333,"United Kingdom","0",25,0.33,0.72,0.78,692.37
1,0,1,250,250,0,23,23,0,0,422.54,0,0,1.69016,0,"United Kingdom","0",77,0.66,0.23,0.45,430.85
1,1,2,72,72,-2,1,1,1,1,76.32,-2.12,74.2,1.06,1.06,"United Kingdom","0",76,0.66,0.56,0.7,211.3
2,0,2,560,280,0,51,26.5,0,0,778.45,0,0,1.39008928571429,0,"United Kingdom","0",19,0.27,0.56,0.45,629.28
2,0,2,320,160,0,30,17.5,0,0,749.67,0,0,2.34271875,0,"United Kingdom","1",60,0.57,0.56,0.45,313.08
1,0,1,331,331,0,33,33,0,0,501.25,0,0,1.51435045317221,0,"United Kingdom","0",77,0.67,0.23,0.45,4779.58
2,2,4,1075,537.5,-7,40,20.5,6,3,1692,-30.55,1661.45,1.57395348837209,4.36428571428571,"United Kingdom","1",7,0.1,0.81,0.91,522.79
1,1,2,166,166,-7,22,22,6,6,352.6,-36.2,316.4,2.12409638554217,5.17142857142857,"United Kingdom","0",71,0.63,0.56,0.75,585.82
1,0,1,117,117,0,16,16,0,0,300.19,0,0,2.5657264957265,0,"United Kingdom","0",76,0.66,0.23,0.46,309.66
1,0,1,285,285,0,22,22,0,0,422.43,0,0,1.48221052631579,0,"United Kingdom","0",76,0.66,0.23,0.46,891.12
1,0,1,192,192,0,3,3,0,0,306.64,0,0,1.59708333333333,0,"United Kingdom","1",76,0.66,0.23,0.46,642.32
1,0,1,489,489,0,33,34,0,0,668.85,0,0,1.36779141104294,0,"United Kingdom","0",76,0.66,0.23,0.46,341.44
1,0,1,144,144,0,16,16,0,0,370.48,0,0,2.57277777777778,0,"United Kingdom","0",76,0.66,0.23,0.46,252.37
1,0,1,298,298,0,48,53,0,0,309.46,0,0,1.03845637583893,0,"United Kingdom","1",76,0.66,0.23,0.46,334.3
1,0,1,230,230,0,30,30,0,0,516.15,0,0,2.24413043478261,0,"Spain","0",76,0.66,0.24,0.46,3166.98
1,0,1,156,156,0,3,3,0,0,152.76,0,0,0.979230769230769,0,"United Kingdom","0",76,0.66,0.24,0.46,365.52
1,0,1,879,879,0,19,19,0,0,3978.99,0,0,4.52672354948805,0,"Denmark","0",75,0.65,0.24,0.46,3850.9
3,0,3,548,182.666666666667,0,27,11.3333333333333,0,0,697.42,0,0,1.27266423357664,0,"United Kingdom","0",11,0.15,0.72,0.46,4036.84
1,1,2,352,352,-2,40,40,1,1,633.1,-5.9,627.2,1.79857954545455,2.95,"United Kingdom","1",71,0.64,0.57,0.81,457.14
2,0,2,263,131.5,0,9,4.5,0,0,485.97,0,0,1.84779467680608,0,"United Kingdom","0",9,0.14,0.57,0.46,75.6
2,0,2,821,410.5,0,79,39.5,0,0,1451.62,0,0,1.76811205846529,0,"United Kingdom","1",57,0.56,0.57,0.46,4054.17
2,1,3,284,142,-4,33,18,2,2,745.52,-27,718.52,2.62507042253521,6.75,"United Kingdom","1",13,0.2,0.72,0.83,1090.82
2,0,2,105,52.5,0,42,21,0,0,144.94,0,0,1.38038095238095,0,"United Kingdom","0",75,0.65,0.57,0.46,124.15
5,3,8,2193,438.6,-21,199,50.2,5,1.66666666666667,1810.34,-38.85,1771.49,0.825508435932513,1.85,"United Kingdom","0",6,0.08,0.94,0.92,1356.21
2,0,2,534,267,0,40,20.5,0,0,533.3,0,0,0.998689138576779,0,"United Kingdom","0",21,0.3,0.57,0.46,-115.43
2,0,2,268,134,0,27,14,0,0,428.23,0,0,1.59787313432836,0,"United Kingdom","1",5,0.06,0.57,0.46,1076.04
0,1,1,0,0,-102,0,0,1,1,0,-555.9,0,0,5.45,"United Kingdom","0",75,0.66,0.24,0.46,-609.4
1,0,1,62,62,0,5,5,0,0,142.4,0,0,2.29677419354839,0,"United Kingdom","0",75,0.66,0.24,0.47,2478.98
4,0,4,188,47,0,3,1,0,0,1330,0,0,7.07446808510638,0,"United Kingdom","1",9,0.14,0.81,0.47,1691.77
1,0,1,175,175,0,21,21,0,0,401.31,0,0,2.2932,0,"United Kingdom","0",75,0.65,0.24,0.47,3862.33
4,2,6,685,171.25,-20,53,16,4,2.5,1269.63,-53,1216.63,1.85347445255474,2.65,"United Kingdom","0",0,0.02,0.9,0.88,2154.5
2,0,2,555,277.5,0,108,56.5,0,0,716.24,0,0,1.29052252252252,0,"United Kingdom","1",75,0.66,0.57,0.47,2265.68
2,1,3,790,395,-2,53,30.5,1,1,1701.52,-13.5,1688.02,2.15382278481013,6.75,"United Kingdom","1",28,0.38,0.72,0.91,3981.63
8,1,9,1374,171.75,-18,22,7.5,1,1,3488.34,-26.1,3462.24,2.53882096069869,1.45,"United Kingdom","1",12,0.19,0.95,0.97,4631.35
1,0,1,118,118,0,54,58,0,0,330.35,0,0,2.79957627118644,0,"United Kingdom","0",74,0.65,0.24,0.47,587.98
2,0,2,263,131.5,0,36,19,0,0,776.23,0,0,2.95144486692015,0,"United Kingdom","1",12,0.17,0.57,0.47,340.9
1,0,1,143,143,0,48,52,0,0,110.95,0,0,0.775874125874126,0,"United Kingdom","0",74,0.65,0.24,0.47,114.31
1,1,2,359,359,-1,47,47,1,1,795.75,-2.1,793.65,2.21657381615599,2.1,"United Kingdom","0",71,0.64,0.57,0.83,3586
1,1,2,41,41,-4,5,5,2,2,111.95,-44.2,67.75,2.73048780487805,11.05,"United Kingdom","0",48,0.5,0.57,0.7,171.2
1,0,1,256,256,0,27,27,0,0,530.4,0,0,2.071875,0,"United Kingdom","0",74,0.65,0.24,0.47,1926.58
1,0,1,137,137,0,43,43,0,0,278.07,0,0,2.02970802919708,0,"United Kingdom","1",74,0.65,0.24,0.47,542.16
2,0,2,227,113.5,0,59,32.5,0,0,500.69,0,0,2.20568281938326,0,"United Kingdom","1",0,0.01,0.57,0.47,219.12
2,0,2,397,198.5,0,7,4.5,0,0,1041.67,0,0,2.62385390428212,0,"United Kingdom","1",54,0.54,0.57,0.47,3850.57
2,0,2,547,273.5,0,38,23.5,0,0,854.99,0,0,1.56305301645338,0,"United Kingdom","0",44,0.46,0.57,0.47,-13.35
1,0,1,162,162,0,12,12,0,0,174.6,0,0,1.07777777777778,0,"United Kingdom","0",74,0.65,0.24,0.47,1560.58
1,0,1,76,76,0,14,14,0,0,197.72,0,0,2.60157894736842,0,"United Kingdom","0",74,0.64,0.24,0.47,431.59
3,0,3,388,129.333333333333,0,46,17.6666666666667,0,0,886.26,0,0,2.28417525773196,0,"United Kingdom","0",22,0.31,0.72,0.47,1167.44
2,1,3,295,147.5,-95,22,14.5,9,9,356.81,-131.41,225.4,1.20952542372881,1.38326315789474,"United Kingdom","0",49,0.5,0.72,0.72,1080.76
1,0,1,76,76,0,19,19,0,0,318.7,0,0,4.19342105263158,0,"United Kingdom","1",72,0.64,0.25,0.47,94.5
1,0,1,155,155,0,15,16,0,0,155.69,0,0,1.00445161290323,0,"United Kingdom","0",72,0.64,0.25,0.47,187.14
2,1,3,134,67,-2,37,22.5,2,2,240.08,-15.9,224.18,1.79164179104478,7.95,"United Kingdom","1",2,0.03,0.72,0.72,414.59
1,1,2,568,568,-1,47,47,1,1,693.18,-1.65,691.53,1.22038732394366,1.65,"United Kingdom","0",65,0.6,0.57,0.82,1352.4
2,0,2,419,209.5,0,23,13.5,0,0,495.96,0,0,1.1836754176611,0,"Belgium","0",43,0.45,0.57,0.48,1212.16
2,0,2,210,105,0,82,47,0,0,326.93,0,0,1.55680952380952,0,"United Kingdom","0",44,0.47,0.57,0.48,721.35
2,0,2,314,157,0,28,16.5,0,0,640.8,0,0,2.04076433121019,0,"United Kingdom","0",22,0.31,0.57,0.48,6383.73
3,0,3,71,23.6666666666667,0,12,4.33333333333333,0,0,205.51,0,0,2.89450704225352,0,"United Kingdom","1",13,0.2,0.72,0.48,42.45
3,0,3,901,300.333333333333,0,37,13,0,0,1127.45,0,0,1.25133185349612,0,"United Kingdom","0",6,0.08,0.72,0.48,1222.55
3,0,3,303,101,0,37,16,0,0,627.06,0,0,2.06950495049505,0,"United Kingdom","1",21,0.29,0.72,0.48,1053.7
2,0,2,378,189,0,9,8,0,0,705.64,0,0,1.86677248677249,0,"United Kingdom","0",46,0.47,0.57,0.48,1893.39
1,0,1,134,134,0,36,41,0,0,237,0,0,1.76865671641791,0,"United Kingdom","1",72,0.64,0.25,0.48,291.48
1,1,2,130,130,-2,18,18,1,1,304.9,-15.9,289,2.34538461538462,7.95,"United Kingdom","1",68,0.61,0.57,0.74,686.23
1,0,1,64,64,0,11,11,0,0,198.8,0,0,3.10625,0,"United Kingdom","1",71,0.63,0.25,0.48,478.89
1,0,1,200,200,0,24,24,0,0,409.1,0,0,2.0455,0,"United Kingdom","0",71,0.64,0.25,0.48,175.4
2,2,4,976,488,-3,107,54,2,1,1693.45,-11.85,1681.6,1.73509221311475,3.95,"United Kingdom","1",5,0.06,0.81,0.91,-4.12
3,0,3,251,83.6666666666667,0,37,13,0,0,342.51,0,0,1.36458167330677,0,"United Kingdom","0",14,0.22,0.72,0.48,369.73
1,0,1,127,127,0,11,11,0,0,188.73,0,0,1.48606299212598,0,"United Kingdom","0",71,0.64,0.25,0.48,570.19
2,0,2,429,214.5,0,41,21,0,0,732.45,0,0,1.70734265734266,0,"United Kingdom","1",0,0.01,0.57,0.48,8.5
1,1,2,100,100,-2,5,5,1,1,362,-3.9,358.1,3.62,1.95,"United Kingdom","0",68,0.61,0.57,0.76,1090.62
2,0,2,377,188.5,0,24,12.5,0,0,489.87,0,0,1.2993899204244,0,"United Kingdom","1",7,0.1,0.57,0.48,488.06
2,1,3,1161,580.5,-2,59,39.5,2,2,1409.44,-4.1,1405.34,1.2139879414298,2.05,"United Kingdom","0",4,0.05,0.72,0.89,739.19
2,1,3,276,138,-1,55,32.5,1,1,343.08,-1.95,341.13,1.24304347826087,1.95,"United Kingdom","0",16,0.24,0.72,0.76,571.61
5,1,6,604,120.8,-12,115,33.2,2,2,1436.15,-30.6,1405.55,2.37773178807947,2.55,"United Kingdom","0",9,0.14,0.9,0.9,1403.47
1,0,1,124,124,0,4,4,0,0,314.6,0,0,2.53709677419355,0,"United Kingdom","0",70,0.63,0.25,0.49,302.45
1,0,1,51,51,0,26,26,0,0,154.2,0,0,3.02352941176471,0,"United Kingdom","0",70,0.63,0.25,0.49,312.53
1,0,1,320,320,0,34,34,0,0,512.13,0,0,1.60040625,0,"United Kingdom","0",70,0.63,0.25,0.49,1285.65
4,0,4,759,189.75,0,65,18.5,0,0,1462.52,0,0,1.92690382081686,0,"Germany","0",5,0.05,0.81,0.49,1756.46
2,0,2,858,429,0,33,21,0,0,768.95,0,0,0.896212121212121,0,"Belgium","0",21,0.29,0.57,0.49,339.7
1,0,1,87,87,0,12,12,0,0,216.95,0,0,2.49367816091954,0,"United Kingdom","0",69,0.62,0.25,0.49,475.24
4,0,4,565,141.25,0,39,15.5,0,0,1800.89,0,0,3.18741592920354,0,"United Kingdom","1",11,0.16,0.81,0.49,1649.95
1,1,2,248,248,-1,23,23,1,1,345.92,-1.65,344.27,1.39483870967742,1.65,"United Kingdom","0",50,0.51,0.57,0.76,626.95
1,0,1,110,110,0,42,42,0,0,270.15,0,0,2.45590909090909,0,"United Kingdom","0",69,0.62,0.26,0.49,115.49
1,0,1,115,115,0,9,9,0,0,133.49,0,0,1.16078260869565,0,"United Kingdom","1",69,0.62,0.26,0.49,859.19
1,0,1,137,137,0,10,10,0,0,178.5,0,0,1.3029197080292,0,"France","0",69,0.62,0.26,0.49,75.68
1,0,1,929,929,0,14,14,0,0,1542.08,0,0,1.65993541442411,0,"Austria","0",69,0.62,0.26,0.49,-24.2
1,0,1,277,277,0,64,64,0,0,776.23,0,0,2.80227436823105,0,"United Kingdom","0",69,0.62,0.26,0.49,1326.83
1,0,1,376,376,0,18,18,0,0,259.84,0,0,0.691063829787234,0,"United Kingdom","0",69,0.62,0.26,0.49,213.3
1,0,1,826,826,0,49,49,0,0,1251.48,0,0,1.51510895883777,0,"United Kingdom","0",69,0.62,0.26,0.49,1264.36
2,0,2,3000,1500,0,1,1,0,0,960,0,0,0.32,0,"United Kingdom","0",25,0.34,0.58,0.49,1600
1,0,1,300,300,0,3,3,0,0,495,0,0,1.65,0,"United Kingdom","0",69,0.62,0.26,0.49,10486.1
1,0,1,240,240,0,2,2,0,0,291.84,0,0,1.216,0,"United Kingdom","0",69,0.62,0.26,0.49,419.57
3,0,3,279,93,0,85,37.3333333333333,0,0,423.19,0,0,1.51681003584229,0,"United Kingdom","0",64,0.6,0.72,0.49,380.35
1,0,1,270,270,0,18,18,0,0,307.92,0,0,1.14044444444444,0,"United Kingdom","0",69,0.62,0.26,0.49,634.34
1,0,1,70,70,0,23,23,0,0,162.65,0,0,2.32357142857143,0,"United Kingdom","1",69,0.62,0.26,0.5,219.32
1,0,1,350,350,0,6,6,0,0,147,0,0,0.42,0,"United Kingdom","0",69,0.63,0.26,0.5,951.43
1,0,1,164,164,0,16,16,0,0,358.9,0,0,2.18841463414634,0,"United Kingdom","0",68,0.61,0.26,0.5,764.96
1,0,1,238,238,0,16,16,0,0,227.32,0,0,0.955126050420168,0,"United Kingdom","0",68,0.61,0.26,0.5,418.98
1,0,1,212,212,0,12,12,0,0,333,0,0,1.57075471698113,0,"United Kingdom","0",68,0.61,0.26,0.5,553.63
1,0,1,48,48,0,5,5,0,0,95.76,0,0,1.995,0,"United Kingdom","0",68,0.61,0.26,0.5,83.2
2,2,4,280,140,-13,15,15,2,1,836.36,-27.35,809.01,2.987,2.10384615384615,"United Kingdom","1",48,0.49,0.81,0.84,470.08
1,1,2,228,228,-4,73,76,3,3,357.53,-7.9,349.63,1.56811403508772,1.975,"United Kingdom","0",68,0.61,0.58,0.76,372.27
2,0,2,856,428,0,45,23.5,0,0,1264.55,0,0,1.47727803738318,0,"United Kingdom","0",34,0.4,0.58,0.5,1829.31
1,1,2,348,348,-49,26,28,1,1,264.24,-32.34,231.9,0.759310344827586,0.66,"United Kingdom","0",68,0.62,0.58,0.72,1400.41
2,2,4,356,178,-8,36,18,6,3,837.59,-29.33,808.26,2.3527808988764,3.66625,"Belgium","0",53,0.52,0.81,0.84,2034.31
3,0,3,1068,356,0,12,6.33333333333333,0,0,1394.08,0,0,1.30531835205992,0,"United Kingdom","0",20,0.28,0.72,0.5,706.52
4,0,4,188,47,0,9,3.25,0,0,285.48,0,0,1.51851063829787,0,"United Kingdom","0",21,0.29,0.81,0.5,2218.65
2,1,3,79,39.5,-2,53,28,1,1,231.67,-19.9,211.77,2.93253164556962,9.95,"United Kingdom","1",67,0.61,0.72,0.72,500.74
2,0,2,458,229,0,34,17,0,0,1170.02,0,0,2.5546288209607,0,"United Kingdom","0",23,0.32,0.58,0.5,3885.77
1,0,1,346,346,0,34,34,0,0,628.15,0,0,1.81546242774566,0,"Spain","1",67,0.6,0.27,0.5,372.24
3,0,3,319,106.333333333333,0,47,19,0,0,1206.94,0,0,3.78351097178683,0,"United Kingdom","0",13,0.2,0.72,0.5,277.12
2,2,4,353,176.5,-3,33,17,3,1.5,516.44,-10.78,505.66,1.46300283286119,3.59333333333333,"United Kingdom","0",15,0.23,0.81,0.79,356.92
2,0,2,420,210,0,7,6.5,0,0,353.16,0,0,0.840857142857143,0,"United Kingdom","0",25,0.34,0.58,0.5,986.99
1,0,1,99,99,0,15,15,0,0,161.89,0,0,1.63525252525253,0,"United Kingdom","1",67,0.61,0.27,0.5,260.35
1,0,1,20,20,0,1,1,0,0,51,0,0,2.55,0,"United Kingdom","0",65,0.6,0.27,0.5,153
1,1,2,38,38,-8,4,4,1,1,388.9,-102,286.9,10.2342105263158,12.75,"United Kingdom","1",60,0.56,0.58,0.74,346.76
1,0,1,373,373,0,89,93,0,0,542.03,0,0,1.45316353887399,0,"United Kingdom","1",65,0.6,0.27,0.5,1478.37
1,0,1,48,48,0,35,37,0,0,173.52,0,0,3.615,0,"United Kingdom","1",65,0.6,0.27,0.51,49.1
1,1,2,258,258,-3,30,30,1,1,453.98,-8.85,445.13,1.75961240310078,2.95,"United Kingdom","0",54,0.53,0.58,0.78,907.23
2,1,3,849,424.5,-1,70,35,1,1,2272.6,-1136.3,1136.3,2.67679623085984,1136.3,"France","0",56,0.54,0.72,0.87,471.43
2,0,2,103,51.5,0,40,21.5,0,0,258.3,0,0,2.50776699029126,0,"United Kingdom","0",18,0.25,0.58,0.51,109.33
5,1,6,1435,287,-3,113,28.8,3,3,2841.37,-8.45,2832.92,1.9800487804878,2.81666666666667,"United Kingdom","1",4,0.04,0.9,0.95,3824.44
1,0,1,96,96,0,28,28,0,0,135.09,0,0,1.4071875,0,"United Kingdom","0",64,0.59,0.27,0.51,151.7
2,0,2,120,60,0,18,9,0,0,311.4,0,0,2.595,0,"United Kingdom","1",14,0.21,0.58,0.51,276.73
1,0,1,257,257,0,22,22,0,0,369.01,0,0,1.43583657587549,0,"United Kingdom","1",64,0.6,0.27,0.51,305.51
1,0,1,130,130,0,39,39,0,0,239.96,0,0,1.84584615384615,0,"United Kingdom","1",64,0.59,0.27,0.51,313.4
1,0,1,30,30,0,3,3,0,0,106.5,0,0,3.55,0,"United Kingdom","1",64,0.59,0.27,0.51,281.75
1,0,1,139,139,0,14,14,0,0,206.13,0,0,1.48294964028777,0,"United Kingdom","0",64,0.59,0.27,0.51,305.22
2,0,2,152,76,0,18,9,0,0,501.7,0,0,3.30065789473684,0,"United Kingdom","1",19,0.26,0.58,0.51,130.2
2,0,2,294,147,0,32,16.5,0,0,577.32,0,0,1.96367346938776,0,"United Kingdom","1",27,0.37,0.58,0.51,303.75
4,1,5,362,90.5,-5,39,10.5,1,1,713.1,-27.25,685.85,1.96988950276243,5.45,"United Kingdom","0",12,0.19,0.87,0.82,627.77
1,0,1,269,269,0,22,22,0,0,305.54,0,0,1.13583643122677,0,"United Kingdom","0",63,0.59,0.27,0.51,331.96
5,1,6,199,39.8,-12,34,8,1,1,560.7,-25.2,535.5,2.81758793969849,2.1,"United Kingdom","1",33,0.4,0.9,0.79,122.76
4,0,4,1179,294.75,0,64,22.75,0,0,1665.61,0,0,1.41273112807464,0,"United Kingdom","1",7,0.11,0.81,0.51,3702.19
1,0,1,164,164,0,49,50,0,0,297.2,0,0,1.81219512195122,0,"United Kingdom","1",63,0.59,0.27,0.51,111.16
2,0,2,259,129.5,0,26,15.5,0,0,528.45,0,0,2.04034749034749,0,"United Kingdom","1",18,0.25,0.58,0.51,124.93
3,1,4,225,75,-6,52,21.3333333333333,1,1,683.16,-45.9,637.26,3.03626666666667,7.65,"United Kingdom","1",27,0.37,0.81,0.81,884.53
1,0,1,1340,1340,0,53,53,0,0,1700.4,0,0,1.2689552238806,0,"United Kingdom","0",63,0.59,0.27,0.51,1965.22
1,0,1,48,48,0,8,8,0,0,113.3,0,0,2.36041666666667,0,"United Kingdom","0",63,0.59,0.27,0.51,2331.82
1,0,1,445,445,0,41,41,0,0,940.17,0,0,2.11274157303371,0,"Switzerland","1",62,0.58,0.27,0.51,2213.72
4,1,5,901,225.25,-1,105,30.75,1,1,1667.78,-125,1542.78,1.85103218645949,125,"United Kingdom","0",20,0.28,0.87,0.9,1031.87
2,0,2,250,125,0,26,13,0,0,432.1,0,0,1.7284,0,"United Kingdom","0",46,0.47,0.58,0.51,367.8
4,3,7,626,156.5,-200,39,15,20,7,1379.66,-702.58,677.08,2.20392971246006,3.5129,"United Kingdom","1",21,0.3,0.92,0.82,1066.94
1,0,1,220,220,0,14,14,0,0,315,0,0,1.43181818181818,0,"United Kingdom","0",62,0.58,0.27,0.51,678.18
2,1,3,769,384.5,-1,67,37,1,1,1356.08,-6.65,1349.43,1.76343302990897,6.65,"United Kingdom","1",4,0.04,0.72,0.89,2749.37
1,0,1,394,394,0,65,66,0,0,215.43,0,0,0.546776649746193,0,"United Kingdom","1",62,0.58,0.27,0.51,659
1,1,2,2048,2048,-1,11,11,1,1,1622.48,-162.24,1460.24,0.7922265625,162.24,"United Kingdom","0",61,0.57,0.58,0.9,4110.45
1,0,1,181,181,0,61,62,0,0,294.47,0,0,1.62690607734807,0,"United Kingdom","1",62,0.58,0.28,0.52,299.92
1,1,2,488,488,-11,14,14,3,3,611.94,-28.05,583.89,1.25397540983607,2.55,"United Kingdom","0",54,0.54,0.58,0.8,324.14
1,0,1,84,84,0,3,3,0,0,331.8,0,0,3.95,0,"United Kingdom","0",62,0.58,0.28,0.52,581.39
1,0,1,87,87,0,8,8,0,0,132.09,0,0,1.51827586206897,0,"United Kingdom","0",62,0.58,0.28,0.52,305.87
1,0,1,592,592,0,20,20,0,0,760.18,0,0,1.28408783783784,0,"United Kingdom","0",62,0.58,0.28,0.52,1638.68
2,0,2,445,222.5,0,32,18.5,0,0,593.73,0,0,1.33422471910112,0,"United Kingdom","0",5,0.07,0.58,0.52,185.63
1,1,2,503,503,-2,63,63,1,1,1169.95,-19.9,1150.05,2.32594433399602,9.95,"United Kingdom","1",34,0.4,0.58,0.88,481.1
1,0,1,355,355,0,55,55,0,0,1015.83,0,0,2.86149295774648,0,"United Kingdom","1",61,0.58,0.28,0.52,975.18
1,0,1,136,136,0,10,10,0,0,152.16,0,0,1.11882352941176,0,"United Kingdom","0",61,0.57,0.28,0.52,592.9
1,0,1,26,26,0,4,4,0,0,61.1,0,0,2.35,0,"United Kingdom","0",61,0.57,0.28,0.52,241.47
1,0,1,31,31,0,13,13,0,0,118.25,0,0,3.81451612903226,0,"United Kingdom","0",61,0.57,0.28,0.52,539.55
3,0,3,275,91.6666666666667,0,49,19.3333333333333,0,0,392.6,0,0,1.42763636363636,0,"United Kingdom","1",0,0.01,0.73,0.52,1696.34
3,1,4,786,262,-4,55,21.6666666666667,2,2,1528.37,-27.6,1500.77,1.94449109414758,6.9,"United Kingdom","1",5,0.05,0.81,0.9,628.06
2,0,2,512,256,0,11,6,0,0,631.66,0,0,1.2337109375,0,"Germany","1",42,0.44,0.58,0.52,2583.15
3,0,3,734,244.666666666667,0,13,8.33333333333333,0,0,875.84,0,0,1.19324250681199,0,"United Kingdom","0",13,0.2,0.73,0.52,894.5
1,0,1,10,10,0,3,3,0,0,31.77,0,0,3.177,0,"United Kingdom","0",61,0.57,0.28,0.52,258.48
1,0,1,100,100,0,8,8,0,0,198.2,0,0,1.982,0,"United Kingdom","0",61,0.57,0.28,0.52,1014.64
1,0,1,8,8,0,2,2,0,0,102,0,0,12.75,0,"United Kingdom","1",61,0.58,0.28,0.52,86.02
3,0,3,823,274.333333333333,0,87,36.6666666666667,0,0,1987.62,0,0,2.41509113001215,0,"United Kingdom","1",5,0.07,0.73,0.52,3463.34
4,0,4,1612,403,0,72,19.5,0,0,2745.43,0,0,1.70312034739454,0,"United Kingdom","1",18,0.25,0.81,0.52,7472.05
1,0,1,62,62,0,9,9,0,0,151.5,0,0,2.44354838709677,0,"United Kingdom","0",60,0.56,0.28,0.52,-8.25
1,0,1,328,328,0,15,15,0,0,307.6,0,0,0.93780487804878,0,"United Kingdom","0",60,0.57,0.28,0.52,903.48
1,0,1,95,95,0,45,45,0,0,201.53,0,0,2.12136842105263,0,"United Kingdom","0",60,0.57,0.28,0.53,305.52
3,2,5,1279,426.333333333333,-18,108,38.3333333333333,4,2,2250.7,-24.2,2226.5,1.75973416731822,1.34444444444444,"United Kingdom","1",14,0.21,0.87,0.93,1916.52
1,0,1,368,368,0,24,24,0,0,490.4,0,0,1.33260869565217,0,"United Kingdom","1",60,0.56,0.28,0.53,2346.29
5,1,6,492,98.4,-6,29,8.6,1,1,1164.32,-23.7,1140.62,2.36650406504065,3.95,"Germany","0",26,0.35,0.9,0.87,2924.37
1,0,1,96,96,0,6,6,0,0,505.2,0,0,5.2625,0,"United Kingdom","0",60,0.56,0.28,0.53,207.68
3,0,3,664,221.333333333333,0,122,43.3333333333333,0,0,1051.88,0,0,1.58415662650602,0,"United Kingdom","0",16,0.24,0.73,0.53,2356.32
1,0,1,162,162,0,16,16,0,0,273.14,0,0,1.68604938271605,0,"United Kingdom","0",58,0.56,0.29,0.53,310.93
