"","Orders_Unique","Returns_Unique","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Y_Income","RFMSeg"
"889",2,1,447,223.5,-1,158,89,1,1,674.01,-4.95,1.50785234899329,4.95,"United Kingdom","1",43,1325.33,"1"
"890",2,0,249,124.5,0,64,35.5,0,0,597.61,0,2.40004016064257,0,"United Kingdom","1",50,949.75,"1"
"892",1,0,72,72,0,21,22,0,0,143.95,0,1.99930555555556,0,"United Kingdom","0",135,711.5,"1"
"893",2,1,267,133.5,-2,103,57.5,1,1,531.25,-8.3,1.98970037453184,4.15,"United Kingdom","0",110,574.53,"2"
"894",2,0,831,415.5,0,74,43,0,0,1696.04,0,2.04096269554753,0,"United Kingdom","0",22,1030.19,"1"
"895",2,2,460,230,-34,57,29.5,8,4,1274.1,-107.55,2.76978260869565,3.16323529411765,"Others","0",119,5221.8,"2"
"896",3,1,115,38.3333333333333,-4,35,15.3333333333333,1,1,450.26,-25,3.91530434782609,6.25,"United Kingdom","0",4,340.6,"1"
"897",3,0,331,110.333333333333,0,23,11.6666666666667,0,0,766.25,0,2.31495468277946,0,"Others","0",83,2014.41,"1"
"898",2,0,230,115,0,45,23,0,0,585.64,0,2.54626086956522,0,"United Kingdom","1",9,1632.97,"0"
"899",6,3,717,119.5,-5,89,17.1666666666667,5,1.66666666666667,1629.95,-87.05,2.27329149232915,17.41,"United Kingdom","1",21,1076.21,"2"
"900",1,0,171,171,0,23,23,0,0,220.9,0,1.29181286549708,0,"Others","0",134,389.62,"1"
"901",2,0,1041,520.5,0,91,48,0,0,1777.81,0,1.70779058597502,0,"United Kingdom","1",20,1832.5,"1"
"902",1,0,14,14,0,13,13,0,0,64.99,0,4.64214285714286,0,"United Kingdom","0",134,126.18,"1"
"904",9,2,4155,461.666666666667,-8,147,29.1111111111111,3,1.5,7311,-20.9,1.75956678700361,2.6125,"United Kingdom","1",25,2474.97,"2"
"908",2,1,271,135.5,-1,69,38,1,1,524.4,-9.95,1.93505535055351,9.95,"United Kingdom","0",90,323.82,"2"
"909",2,2,463,231.5,-13,39,21,4,2,1125.21,-32.95,2.43025917926566,2.53461538461538,"United Kingdom","1",6,3727.07,"1"
"910",4,3,904,226,-61,94,23.5,8,2.66666666666667,1742.78,-99.58,1.92785398230088,1.63245901639344,"United Kingdom","1",8,895.55,"1"
"911",1,0,60,60,0,6,6,0,0,405,0,6.75,0,"United Kingdom","0",133,515.1,"1"
"912",2,0,1586,793,0,53,28.5,0,0,2753.08,0,1.73586380832282,0,"Others","1",53,58.35,"1"
"913",2,0,246,123,0,8,5,0,0,240.54,0,0.977804878048781,0,"United Kingdom","0",69,194.48,"1"
"915",1,0,294,294,0,29,29,0,0,681.05,0,2.31649659863946,0,"Others","0",133,301.52,"1"
"916",14,0,1940,138.571428571429,0,296,54.5,0,0,3278.53,0,1.68996391752577,0,"United Kingdom","1",6,4158.4,"1"
"918",2,0,4105,2052.5,0,162,97.5,0,0,5307.82,0,1.29301339829476,0,"Others","0",26,3625.7,"1"
"919",1,0,113,113,0,13,13,0,0,238.5,0,2.11061946902655,0,"Others","0",132,565.06,"1"
"920",1,0,32,32,0,25,25,0,0,106.85,0,3.3390625,0,"United Kingdom","0",132,156.48,"1"
"923",2,2,395,197.5,-8,50,26,4,2,817.65,-31.8,2.07,3.975,"United Kingdom","1",8,297.78,"1"
"925",1,0,799,799,0,101,103,0,0,767.05,0,0.960012515644556,0,"United Kingdom","1",132,4235.17,"1"
"926",3,1,461,153.666666666667,-1,93,34,1,1,1073.33,-14.95,2.32826464208243,14.95,"United Kingdom","1",62,1717.01,"2"
"928",1,0,56,56,0,4,4,0,0,114.68,0,2.04785714285714,0,"United Kingdom","0",131,175.31,"1"
"930",4,2,1083,270.75,-12,120,36.25,4,2,2387.15,-68.65,2.20420129270545,5.72083333333333,"Others","1",47,3615.75,"2"
"931",1,0,139,139,0,12,12,0,0,167.39,0,1.20424460431655,0,"United Kingdom","0",131,296.07,"1"
"933",0,1,0,0,-1,0,0,1,1,0,-15.95,0,15.95,"United Kingdom","0",131,505.44,"1"
"934",1,0,110,110,0,22,22,0,0,115.8,0,1.05272727272727,0,"United Kingdom","0",131,130.01,"1"
"935",5,2,473,94.6,-14,42,9.6,3,1.5,1145.86,-34.21,2.42253699788584,2.44357142857143,"United Kingdom","1",8,1397.22,"1"
"936",3,1,1506,502,-7,153,60.6666666666667,3,3,3919.78,-45.65,2.60277556440903,6.52142857142857,"United Kingdom","1",12,7146.13,"1"
"937",6,1,895,149.166666666667,-1,40,11.6666666666667,1,1,1764.99,-18,1.97205586592179,18,"Others","0",0,1573.23,"1"
"938",2,0,317,158.5,0,5,4.5,0,0,1303.58,0,4.11223974763407,0,"Others","0",40,3560.3,"1"
"940",1,0,1927,1927,0,93,93,0,0,7544.91,0,3.91536585365854,0,"United Kingdom","1",130,42870.58,"1"
"944",3,1,820,273.333333333333,-8,43,25.6666666666667,2,2,2251.58,-23.8,2.74582926829268,2.975,"United Kingdom","1",9,693.37,"1"
"945",2,0,542,271,0,94,52.5,0,0,876.76,0,1.61763837638376,0,"United Kingdom","0",86,3043.32,"1"
"947",2,0,224,112,0,48,28.5,0,0,325.04,0,1.45107142857143,0,"United Kingdom","0",44,656.47,"1"
"949",2,0,229,114.5,0,78,40,0,0,492.07,0,2.14877729257642,0,"United Kingdom","1",23,517.66,"1"
"950",5,1,675,135,-2,132,39.4,1,1,1626.33,-19.9,2.40937777777778,9.95,"United Kingdom","1",21,1472.84,"2"
"951",2,0,730,365,0,81,48,0,0,745.91,0,1.02179452054795,0,"United Kingdom","0",74,842.16,"1"
"952",4,2,1245,311.25,-13,79,22.5,2,1,2007.32,-33,1.61230522088353,2.53846153846154,"Others","0",77,1973.38,"2"
"954",1,1,528,528,-2,10,10,1,1,970.6,-2.5,1.83825757575758,1.25,"United Kingdom","1",120,291.6,"2"
"955",1,0,45,45,0,4,4,0,0,66.93,0,1.48733333333333,0,"United Kingdom","0",127,123.38,"1"
"956",2,0,357,178.5,0,42,21,0,0,457.98,0,1.28285714285714,0,"United Kingdom","0",61,1598.3,"1"
"957",2,0,317,158.5,0,21,13.5,0,0,546.32,0,1.72340694006309,0,"United Kingdom","1",60,1066.47,"1"
"959",2,0,228,114,0,5,2.5,0,0,384.36,0,1.68578947368421,0,"United Kingdom","0",18,426.09,"1"
"961",1,1,139,139,-3,15,15,1,1,387.27,-16.35,2.78611510791367,5.45,"United Kingdom","0",120,954.37,"2"
"962",2,1,628,314,-1,42,26.5,1,1,866.23,-4.25,1.37934713375796,4.25,"United Kingdom","0",6,1294.47,"1"
"963",2,1,750,375,-96,35,18.5,2,2,480.94,-40.32,0.641253333333333,0.42,"United Kingdom","0",42,262.17,"1"
"965",1,0,104,104,0,11,11,0,0,157.45,0,1.51394230769231,0,"Others","0",127,648.82,"1"
"966",3,0,729,243,0,7,2.33333333333333,0,0,1840.2,0,2.52427983539095,0,"United Kingdom","1",22,367.2,"1"
"967",2,0,308,154,0,34,17,0,0,648.3,0,2.10487012987013,0,"United Kingdom","0",64,2218.9,"1"
"970",3,0,967,322.333333333333,0,43,20.3333333333333,0,0,1757.26,0,1.81722854188211,0,"United Kingdom","1",25,3999.63,"1"
"973",1,0,60,60,0,32,33,0,0,161.9,0,2.69833333333333,0,"United Kingdom","0",126,235.78,"1"
"975",1,0,608,608,0,53,53,0,0,1012.01,0,1.66449013157895,0,"Others","0",126,3002.9,"1"
"976",7,0,1517,216.714285714286,0,22,3.85714285714286,0,0,2065.41,0,1.36150955833883,0,"United Kingdom","0",11,50.78,"1"
"979",1,0,159,159,0,40,41,0,0,257.9,0,1.62201257861635,0,"United Kingdom","0",126,299.67,"1"
"981",4,1,418,104.5,-2,41,11.25,1,1,703.15,-15.9,1.68217703349282,7.95,"United Kingdom","0",23,1463.83,"2"
"982",3,1,545,181.666666666667,-2,94,35.6666666666667,2,2,953.06,-9.05,1.74873394495413,4.525,"United Kingdom","1",7,346.53,"1"
"983",3,0,220,73.3333333333333,0,47,25.6666666666667,0,0,571.37,0,2.59713636363636,0,"United Kingdom","1",14,67.65,"1"
"987",1,0,78,78,0,7,7,0,0,153.78,0,1.97153846153846,0,"United Kingdom","0",126,502.9,"1"
"988",1,0,128,128,0,2,2,0,0,326.4,0,2.55,0,"United Kingdom","1",125,326.4,"1"
"989",2,0,163,81.5,0,24,12.5,0,0,557.45,0,3.41993865030675,0,"United Kingdom","0",12,15.001,"0"
"990",2,1,2015,1007.5,-11,202,125,5,5,3017.81,-12.02,1.49767245657568,1.09272727272727,"United Kingdom","0",8,2530.36,"1"
"991",3,0,342,114,0,22,10.3333333333333,0,0,676.49,0,1.97804093567251,0,"United Kingdom","1",19,97.5,"1"
"994",3,1,241,80.3333333333333,-3,49,20.6666666666667,3,3,696.07,-20.35,2.88825726141079,6.78333333333333,"United Kingdom","1",61,138.05,"2"
"995",8,8,3885,485.625,-34,93,20.875,19,2.875,7203.61,-175.09,1.85421106821107,5.14970588235294,"United Kingdom","1",6,21630.36,"2"
"996",3,1,190,63.3333333333333,-6,68,27.6666666666667,2,2,433.23,-41.7,2.28015789473684,6.95,"United Kingdom","0",91,444.33,"2"
"997",1,0,52,52,0,24,25,0,0,103.35,0,1.9875,0,"United Kingdom","1",125,163.5,"1"
"998",2,0,535,267.5,0,99,59,0,0,803.56,0,1.50198130841122,0,"United Kingdom","1",50,1219.42,"1"
"999",1,0,82,82,0,8,8,0,0,156,0,1.90243902439024,0,"United Kingdom","0",125,126.6,"1"
"1000",3,0,589,196.333333333333,0,36,14.3333333333333,0,0,876.82,0,1.48865874363328,0,"United Kingdom","0",23,342.58,"1"
"1001",2,2,300,150,-13,30,16.5,6,3,608.47,-25.2,2.02823333333333,1.93846153846154,"United Kingdom","1",41,614.67,"2"
"1002",0,2,0,0,-4,0,0,2,1.5,0,-40.8,0,10.2,"United Kingdom","0",77,656.79,"1"
"1004",2,0,102,51,0,15,7.5,0,0,215.7,0,2.11470588235294,0,"United Kingdom","1",47,489.42,"1"
"1005",2,2,482,241,-6,58,31.5,4,2,1589.82,-40.95,3.29838174273859,6.825,"Others","0",6,1,"1"
"1007",1,0,410,410,0,24,24,0,0,556.46,0,1.35721951219512,0,"United Kingdom","0",124,828.39,"1"
"1008",4,0,431,107.75,0,117,33.75,0,0,550.61,0,1.27751740139211,0,"United Kingdom","0",15,678.27,"1"
"1009",3,0,189,63,0,22,7.33333333333333,0,0,505.75,0,2.67592592592593,0,"United Kingdom","0",26,655.52,"1"
"1010",2,0,115,57.5,0,9,6,0,0,782.25,0,6.80217391304348,0,"United Kingdom","0",60,809.81,"1"
"1011",5,2,568,113.6,-20,171,41.6,11,6,1733.9,-56.7,3.05264084507042,2.835,"United Kingdom","1",55,785.74,"2"
"1012",2,0,475,237.5,0,33,18,0,0,798.9,0,1.68189473684211,0,"Others","0",27,956.48,"1"
"1013",1,0,127,127,0,12,12,0,0,220.59,0,1.73692913385827,0,"Others","0",124,503.45,"1"
"1016",1,0,64,64,0,8,8,0,0,268.8,0,4.2,0,"United Kingdom","0",124,301.6,"1"
"1017",6,2,594,99,-7,58,11.1666666666667,4,2,1295.04,-57.35,2.18020202020202,8.19285714285714,"United Kingdom","1",8,1085.81,"1"
"1018",3,1,691,230.333333333333,-1,146,56,1,1,933.9,-1.65,1.35151953690304,1.65,"United Kingdom","1",9,197.85,"1"
"1019",1,1,394,394,-10,57,60,1,1,930.3,-37.5,2.36116751269036,3.75,"United Kingdom","0",123,751.16,"2"
"1020",1,1,110,110,-4,6,6,3,3,242.42,-13.9,2.20381818181818,3.475,"United Kingdom","0",119,1541.26,"2"
"1021",3,0,322,107.333333333333,0,82,29,0,0,512.28,0,1.59093167701863,0,"United Kingdom","0",42,229.09,"1"
"1022",3,2,516,172,-3,77,31.3333333333333,2,1.5,552.8,-15.65,1.07131782945736,5.21666666666667,"United Kingdom","1",49,231.17,"2"
"1023",1,0,198,198,0,13,13,0,0,335.82,0,1.69606060606061,0,"United Kingdom","0",123,805.11,"1"
"1025",3,2,326,108.666666666667,-6,36,14,4,2,885,-22.4,2.71472392638037,3.73333333333333,"United Kingdom","1",22,1019.1,"2"
"1026",2,0,74,37,0,5,4,0,0,504.3,0,6.81486486486487,0,"United Kingdom","0",82,776.55,"1"
"1027",2,0,684,342,0,80,41.5,0,0,908.47,0,1.32817251461988,0,"United Kingdom","1",34,554.76,"1"
"1028",1,2,152,152,-6,16,16,2,1,318,-15.3,2.09210526315789,2.55,"United Kingdom","1",109,287.64,"2"
"1029",8,1,1253,156.625,-2,71,13.25,1,1,2835.6,-29.9,2.26304868316041,14.95,"United Kingdom","0",7,6489.97,"2"
"1030",4,1,559,139.75,-10,78,26,4,4,1165.13,-53.5,2.08431127012522,5.35,"United Kingdom","1",25,1344.9,"2"
"1031",4,1,942,235.5,-1,77,22.25,1,1,1401.03,-2.95,1.48729299363057,2.95,"United Kingdom","1",22,987.72,"2"
"1032",1,0,85,85,0,12,12,0,0,208.61,0,2.45423529411765,0,"United Kingdom","1",123,1121.84,"1"
"1034",1,0,67,67,0,16,16,0,0,243.36,0,3.63223880597015,0,"United Kingdom","0",123,279.75,"1"
"1035",1,0,29,29,0,19,19,0,0,109.25,0,3.76724137931034,0,"United Kingdom","0",121,437.15,"1"
"1036",1,0,55,55,0,25,25,0,0,195.35,0,3.55181818181818,0,"United Kingdom","1",121,132.25,"1"
"1037",1,0,76,76,0,5,5,0,0,163.8,0,2.15526315789474,0,"United Kingdom","1",121,1576.8,"1"
"1038",2,0,519,259.5,0,92,51.5,0,0,925.71,0,1.78364161849711,0,"United Kingdom","0",41,935.1,"1"
"1040",2,1,358,179,-2,38,22,2,2,771.66,-6.2,2.1554748603352,3.1,"Others","1",67,1156.82,"2"
"1042",1,0,89,89,0,17,17,0,0,145.25,0,1.63202247191011,0,"United Kingdom","0",120,501.67,"1"
"1043",2,0,863,431.5,0,60,33.5,0,0,1023.78,0,1.18630359212051,0,"United Kingdom","0",12,1837.77,"1"
"1045",1,1,600,600,-600,1,1,1,1,318,-390,0.53,0.65,"United Kingdom","0",120,318,"1"
"1048",5,0,386,77.2,0,44,12.2,0,0,789.79,0,2.04608808290155,0,"United Kingdom","1",2,1289.89,"1"
"1049",3,0,373,124.333333333333,0,24,8.66666666666667,0,0,408.06,0,1.09399463806971,0,"Others","0",67,396.17,"1"
"1051",2,0,447,223.5,0,20,10,0,0,662.09,0,1.48118568232662,0,"United Kingdom","0",49,300.1,"1"
"1052",5,0,336,67.2,0,115,27.2,0,0,729.86,0,2.17220238095238,0,"United Kingdom","0",51,1372.68,"1"
"1053",2,2,517,258.5,-4,42,23,4,2,973.11,-34.95,1.88222437137331,8.7375,"United Kingdom","1",14,741.48,"1"
"1054",4,0,2540,635,0,40,12.75,0,0,3569.46,0,1.40529921259843,0,"United Kingdom","0",21,13420.06,"1"
"1056",2,1,1367,683.5,-2,97,54.5,2,2,4576.97,-4.2,3.34818580833943,2.1,"Others","0",47,8544.24,"2"
"1057",2,0,703,351.5,0,96,50.5,0,0,1661.4,0,2.36330014224751,0,"United Kingdom","1",27,948.96,"1"
"1058",1,1,202,202,-4,12,12,1,1,184.5,-11.8,0.913366336633663,2.95,"United Kingdom","0",118,384.05,"2"
"1059",9,0,3857,428.555555555556,0,117,24.3333333333333,0,0,3574.43,0,0.926738397718434,0,"United Kingdom","1",19,3582.67,"1"
"1060",2,0,240,120,0,37,18.5,0,0,246.63,0,1.027625,0,"United Kingdom","0",51,30.12,"1"
"1061",1,0,37,37,0,8,8,0,0,117.85,0,3.18513513513513,0,"United Kingdom","0",119,1,"1"
"1064",2,0,303,151.5,0,48,25.5,0,0,619.34,0,2.04402640264026,0,"United Kingdom","0",54,1004.8,"1"
"1065",3,1,411,137,-24,29,12.3333333333333,1,1,744.88,-34.8,1.8123600973236,1.45,"Others","1",11,641.16,"1"
"1066",4,0,856,214,0,24,8.5,0,0,1622.2,0,1.89509345794393,0,"United Kingdom","0",18,1786.28,"1"
"1067",2,0,342,171,0,173,94.5,0,0,678.18,0,1.98298245614035,0,"United Kingdom","1",70,642.77,"1"
"1069",3,1,205,68.3333333333333,-4,65,26.3333333333333,1,1,732.49,-35.8,3.57312195121951,8.95,"United Kingdom","1",65,756.18,"2"
"1070",2,0,357,178.5,0,17,9.5,0,0,707.4,0,1.98151260504202,0,"Others","0",68,623.99,"1"
"1071",4,0,527,131.75,0,6,2.75,0,0,1086.15,0,2.06100569259962,0,"United Kingdom","0",50,3113.7,"1"
"1072",3,1,268,89.3333333333333,-2,41,13.6666666666667,2,2,731.66,-17.8,2.73007462686567,8.9,"United Kingdom","1",104,544.52,"2"
"1073",3,0,295,98.3333333333333,0,16,6,0,0,486.05,0,1.64762711864407,0,"United Kingdom","1",12,368.9,"1"
"1075",3,1,428,142.666666666667,-3,44,15.6666666666667,3,3,1030.57,-16,2.4078738317757,5.33333333333333,"United Kingdom","0",14,1980.05,"1"
"1076",3,0,165,55,0,22,10.3333333333333,0,0,493.93,0,2.99351515151515,0,"United Kingdom","0",6,522.21,"1"
"1078",1,1,105,105,-6,10,10,1,1,160.85,-9.9,1.53190476190476,1.65,"United Kingdom","0",110,385.02,"2"
"1079",3,0,518,172.666666666667,0,20,8.66666666666667,0,0,1232.98,0,2.38027027027027,0,"United Kingdom","0",11,465.96,"1"
"1080",4,1,677,169.25,-18,19,7,4,4,1313.75,-41.4,1.94054652880355,2.3,"United Kingdom","1",46,1025.85,"2"
"1081",2,0,413,206.5,0,17,11.5,0,0,760.9,0,1.84237288135593,0,"United Kingdom","0",22,1258.01,"1"
"1082",1,0,100,100,0,1,1,0,0,165,0,1.65,0,"United Kingdom","0",118,358,"1"
"1087",2,1,356,178,-3,41,20.5,2,2,671.15,-12.45,1.88525280898876,4.15,"United Kingdom","0",7,943.16,"1"
"1089",3,2,400,133.333333333333,-8,41,16.3333333333333,3,1.5,791.83,-18.7,1.979575,2.3375,"United Kingdom","1",42,1612.35,"2"
"1092",3,0,434,144.666666666667,0,61,25.6666666666667,0,0,1842.65,0,4.24573732718894,0,"Others","1",25,1881.22,"1"
"1094",1,0,73,73,0,54,54,0,0,170.44,0,2.33479452054795,0,"United Kingdom","0",117,475.98,"1"
"1095",1,1,643,643,-3,41,41,1,1,1177.84,-25.5,1.83178849144635,8.5,"United Kingdom","0",85,1954.28,"2"
"1096",4,0,54,13.5,0,6,3.75,0,0,544.85,0,10.0898148148148,0,"Others","0",8,667.2,"1"
"1098",2,1,231,115.5,-6,21,10.5,1,1,315.65,-25.5,1.36645021645022,4.25,"United Kingdom","0",47,315.69,"1"
"1099",1,0,1,1,0,1,1,0,0,15,0,15,0,"United Kingdom","0",117,364.35,"1"
"1101",5,0,1052,210.4,0,77,23.6,0,0,2395.73,0,2.27730988593156,0,"United Kingdom","1",14,3994.07,"1"
"1103",2,0,60,30,0,3,1.5,0,0,435,0,7.25,0,"United Kingdom","0",62,399.5,"1"
"1104",1,0,141,141,0,18,18,0,0,334.05,0,2.36914893617021,0,"United Kingdom","1",116,396.81,"1"
"1105",2,0,526,263,0,140,85,0,0,847.44,0,1.61110266159696,0,"United Kingdom","0",60,2710.52,"1"
"1107",2,0,616,308,0,43,23.5,0,0,546.64,0,0.887402597402597,0,"United Kingdom","0",14,910.15,"1"
"1108",1,0,157,157,0,14,14,0,0,310.73,0,1.97917197452229,0,"United Kingdom","0",116,808.26,"1"
"1109",2,0,227,113.5,0,3,3,0,0,657.15,0,2.89493392070485,0,"United Kingdom","0",43,611.55,"1"
"1110",6,0,1465,244.166666666667,0,92,17.6666666666667,0,0,1703.91,0,1.16307849829352,0,"United Kingdom","0",5,877,"1"
"1111",7,4,1742,248.857142857143,-32,154,28,12,3,3407.87,-65.45,1.95629735935706,2.0453125,"United Kingdom","1",4,7874.33,"1"
"1113",1,0,359,359,0,38,38,0,0,319.4,0,0.889693593314763,0,"United Kingdom","0",114,346.38,"1"
"1115",6,2,348,58,-18,93,17.5,12,7,774,-69,2.22413793103448,3.83333333333333,"United Kingdom","0",14,1,"1"
"1118",1,0,829,829,0,124,129,0,0,1637.19,0,1.9748974668275,0,"United Kingdom","1",113,1865.13,"1"
"1120",5,0,506,101.2,0,53,10.8,0,0,819.31,0,1.61918972332016,0,"United Kingdom","0",53,887.9,"1"
"1121",2,0,212,106,0,63,33,0,0,594.99,0,2.80655660377358,0,"United Kingdom","1",57,608.79,"1"
"1124",1,0,40,40,0,10,11,0,0,122.3,0,3.0575,0,"United Kingdom","0",113,1450.5,"1"
"1126",2,0,315,157.5,0,30,15,0,0,421.65,0,1.33857142857143,0,"Others","0",26,885.33,"1"
"1127",3,0,428,142.666666666667,0,22,9.66666666666667,0,0,463.86,0,1.08378504672897,0,"Others","0",16,568.72,"1"
"1128",3,0,436,145.333333333333,0,66,29,0,0,890.6,0,2.04266055045872,0,"United Kingdom","0",40,3786.02,"1"
"1129",1,0,1066,1066,0,70,70,0,0,1053.79,0,0.988545966228893,0,"United Kingdom","0",112,208.96,"1"
"1132",3,0,811,270.333333333333,0,38,13,0,0,912.03,0,1.12457459926017,0,"United Kingdom","0",7,1064.09,"1"
"1133",1,0,369,369,0,60,60,0,0,620.75,0,1.68224932249322,0,"United Kingdom","0",111,266.92,"1"
"1134",1,1,287,287,-4,40,40,4,4,762.11,-20.8,2.65543554006969,5.2,"Others","1",102,382.7,"2"
"1135",5,4,6913,1382.6,-4,6,2.2,3,1,3375.54,-2122.86,0.488288731375669,530.715,"United Kingdom","0",7,644.5,"1"
"1136",4,0,1223,305.75,0,125,35.25,0,0,3036.75,0,2.48303352412101,0,"United Kingdom","1",8,2702.71,"1"
"1137",3,0,249,83,0,24,8.66666666666667,0,0,383.31,0,1.53939759036145,0,"United Kingdom","1",12,15.9,"1"
"1139",3,1,510,170,-1,5,2.33333333333333,1,1,516.67,-82.5,1.01307843137255,82.5,"United Kingdom","0",26,417.95,"1"
"1140",1,0,370,370,0,30,30,0,0,520.57,0,1.40694594594595,0,"United Kingdom","1",110,739.87,"1"
"1141",3,1,307,102.333333333333,-1,45,18,1,1,973.84,-2.95,3.17211726384365,2.95,"United Kingdom","1",8,1692.77,"1"
"1142",1,0,90,90,0,14,14,0,0,186.34,0,2.07044444444444,0,"United Kingdom","1",110,126.2,"1"
"1144",2,0,312,156,0,16,8.5,0,0,657.9,0,2.10865384615385,0,"United Kingdom","0",65,324.52,"1"
"1145",3,0,229,76.3333333333333,0,23,8.33333333333333,0,0,357.3,0,1.56026200873362,0,"United Kingdom","0",23,1423.82,"1"
"1146",1,1,3906,3906,-48,1,1,2,2,3202.92,-40.8,0.82,0.85,"United Kingdom","0",98,608,"2"
"1147",6,1,1242,207,-1,31,7.83333333333333,1,1,1302.42,-4.95,1.04864734299517,4.95,"United Kingdom","1",8,1622.57,"1"
"1148",1,0,96,96,0,12,12,0,0,137.9,0,1.43645833333333,0,"United Kingdom","0",109,437.73,"1"
"1149",3,2,1080,360,-2,14,5.66666666666667,2,1,1148.52,-5,1.06344444444444,2.5,"United Kingdom","0",15,1399.72,"1"
"1151",1,0,130,130,0,42,43,0,0,252.29,0,1.94069230769231,0,"United Kingdom","0",109,174.32,"1"
"1152",0,1,0,0,-1,0,0,1,1,0,-2.95,0,2.95,"United Kingdom","0",109,90.48,"1"
"1153",1,0,606,606,0,78,79,0,0,723.9,0,1.19455445544554,0,"United Kingdom","0",107,961.56,"1"
"1154",3,0,385,128.333333333333,0,36,13.3333333333333,0,0,716.72,0,1.86161038961039,0,"United Kingdom","1",0,795.08,"1"
"1155",4,0,1028,257,0,146,59,0,0,2157.64,0,2.09887159533074,0,"United Kingdom","0",58,1028,"1"
"1157",2,0,286,143,0,95,57,0,0,438.27,0,1.53241258741259,0,"United Kingdom","0",96,259.27,"1"
"1158",1,0,73,73,0,36,37,0,0,108.26,0,1.48301369863014,0,"United Kingdom","0",107,183.22,"1"
"1160",1,0,219,219,0,13,13,0,0,446.16,0,2.0372602739726,0,"Others","0",106,811.9,"1"
"1162",2,0,597,298.5,0,38,25.5,0,0,1071.35,0,1.79455611390285,0,"United Kingdom","0",15,2555.46,"1"
"1163",3,0,934,311.333333333333,0,62,26.3333333333333,0,0,1278.48,0,1.36882226980728,0,"United Kingdom","1",25,153.3,"1"
"1164",2,1,693,346.5,-1,35,18,1,1,570.59,-12.75,0.823362193362193,12.75,"United Kingdom","1",41,874.42,"1"
"1165",2,1,474,237,-9,21,12.5,2,2,497.94,-19.65,1.05050632911392,2.18333333333333,"United Kingdom","0",43,1243.28,"1"
"1167",2,0,92,46,0,12,6,0,0,175.3,0,1.9054347826087,0,"United Kingdom","0",15,239.46,"1"
"1169",1,1,93,93,-1,11,11,1,1,347.15,-9.95,3.73279569892473,9.95,"United Kingdom","1",102,1471.85,"2"
"1170",2,2,497,248.5,-11,39,23,2,2,930.61,-19.55,1.87245472837022,1.77727272727273,"United Kingdom","0",4,701.07,"1"
"1171",2,2,487,243.5,-15,47,23.5,4,2,665.75,-33.13,1.3670431211499,2.20866666666667,"United Kingdom","0",14,1360.14,"1"
"1172",1,0,199,199,0,36,36,0,0,160.15,0,0.804773869346734,0,"United Kingdom","0",105,996.45,"1"
"1174",4,1,149,37.25,-2,61,15.75,2,2,539.17,-19.9,3.61859060402685,9.95,"United Kingdom","1",18,133.13,"1"
"1177",1,0,382,382,0,30,30,0,0,570.76,0,1.49413612565445,0,"United Kingdom","1",105,770.89,"1"
"1178",1,0,100,100,0,1,1,0,0,165,0,1.65,0,"United Kingdom","0",105,1142.81,"1"
"1179",1,0,122,122,0,10,10,0,0,175.5,0,1.43852459016393,0,"United Kingdom","0",104,1190.88,"1"
"1180",2,0,530,265,0,52,29,0,0,854.12,0,1.61154716981132,0,"United Kingdom","0",40,291.31,"1"
"1184",1,0,275,275,0,22,22,0,0,891.35,0,3.24127272727273,0,"United Kingdom","0",104,5396.42,"1"
"1185",1,0,2400,2400,0,1,1,0,0,144,0,0.06,0,"United Kingdom","0",104,457.56,"1"
"1187",3,0,130,43.3333333333333,0,1,1,0,0,994.5,0,7.65,0,"United Kingdom","0",62,765,"1"
"1188",5,3,254,50.8,-66,26,7.6,8,3.33333333333333,1561.81,-960.63,6.14885826771653,14.555,"Others","1",70,944.23,"2"
"1190",2,0,342,171,0,31,22.5,0,0,422.38,0,1.23502923976608,0,"United Kingdom","0",23,262.59,"1"
"1191",2,2,347,173.5,-19,33,17,7,3.5,628.07,-75.15,1.81,3.95526315789474,"United Kingdom","0",25,1300.21,"1"
"1192",1,0,332,332,0,27,27,0,0,519.08,0,1.56349397590361,0,"United Kingdom","0",104,911.86,"1"
"1193",3,3,316,105.333333333333,-25,32,11,3,1,721.2,-59.05,2.28227848101266,2.362,"United Kingdom","0",8,1603.23,"1"
"1196",2,1,1174,587,-1,95,49.5,1,1,1588.02,-12.75,1.35265758091993,12.75,"United Kingdom","0",18,4352.59,"1"
"1197",1,0,173,173,0,15,15,0,0,228.27,0,1.31947976878613,0,"United Kingdom","0",103,409.78,"1"
"1199",1,1,172,172,-108,13,13,7,7,278.1,-143.7,1.61686046511628,1.33055555555556,"United Kingdom","0",33,137.98,"1"
"1200",2,1,676,338,-1,19,13,1,1,641.64,-0.42,0.949171597633136,0.42,"United Kingdom","0",35,4485.12,"1"
"1202",1,0,128,128,0,17,17,0,0,110.98,0,0.86703125,0,"United Kingdom","1",103,237.12,"1"
"1203",5,3,497,99.4,-9,44,9.6,5,1.66666666666667,909.89,-29.05,1.83076458752515,3.22777777777778,"United Kingdom","1",15,1327.46,"2"
